Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas386           Pavarde386          5    8    10   8    4    5    4    5    3    9    6    
Vardas387           Pavarde387          8    1    3    7    10   8    6    7    8    10   2    
Vardas388           Pavarde388          5    8    9    7    9    7    1    7    1    5    4    
Vardas389           Pavarde389          1    8    7    3    6    7    3    3    1    8    6    
Vardas390           Pavarde390          4    9    3    3    6    10   8    5    5    6    6    
Vardas391           Pavarde391          3    9    8    7    5    10   1    4    4    1    9    
Vardas392           Pavarde392          9    9    10   9    5    9    6    7    3    1    4    
Vardas393           Pavarde393          9    8    4    6    4    7    1    1    4    10   10   
Vardas394           Pavarde394          5    9    5    2    9    5    8    8    10   4    7    
Vardas395           Pavarde395          4    4    6    4    4    6    4    7    4    4    6    
Vardas396           Pavarde396          6    2    10   9    10   6    1    8    9    4    4    
Vardas397           Pavarde397          2    2    7    5    10   7    6    7    8    2    10   
Vardas398           Pavarde398          7    9    5    5    1    2    8    9    10   2    5    
Vardas399           Pavarde399          5    9    2    9    6    1    6    9    9    5    3    
Vardas400           Pavarde400          4    3    6    8    10   9    3    1    7    8    7    
Vardas401           Pavarde401          9    4    1    10   9    5    5    8    3    8    6    
Vardas402           Pavarde402          8    1    7    6    2    10   6    10   8    6    5    
Vardas403           Pavarde403          3    7    3    3    10   7    1    2    6    1    6    
Vardas404           Pavarde404          1    7    10   7    9    3    4    7    9    2    3    
Vardas405           Pavarde405          4    7    3    5    6    4    7    10   1    5    1    
Vardas406           Pavarde406          3    3    8    8    4    4    7    9    10   5    5    
Vardas407           Pavarde407          8    5    2    8    4    8    4    2    6    9    2    
Vardas408           Pavarde408          9    1    6    1    7    3    8    6    9    4    10   
Vardas409           Pavarde409          2    7    1    1    2    7    6    9    1    4    9    
Vardas410           Pavarde410          6    9    2    5    2    6    6    1    7    2    1    
Vardas411           Pavarde411          10   2    3    1    4    2    2    4    8    5    1    
Vardas412           Pavarde412          3    6    8    1    3    10   4    10   10   5    2    
Vardas413           Pavarde413          10   1    1    4    1    9    8    3    4    2    7    
Vardas414           Pavarde414          5    10   8    10   5    2    9    9    5    9    2    
Vardas415           Pavarde415          10   7    2    7    6    5    1    10   8    9    8    
Vardas416           Pavarde416          4    3    6    6    1    2    9    9    10   10   10   
Vardas417           Pavarde417          8    5    3    5    10   1    4    2    2    4    8    
Vardas418           Pavarde418          7    9    5    7    6    5    7    7    6    4    7    
Vardas419           Pavarde419          5    4    3    7    9    2    5    3    2    10   7    
Vardas420           Pavarde420          7    8    1    3    9    6    3    7    8    5    3    
Vardas421           Pavarde421          4    8    6    9    3    1    5    1    4    2    10   
Vardas422           Pavarde422          7    4    5    8    3    8    5    8    7    4    8    
Vardas423           Pavarde423          3    2    5    4    6    3    6    1    4    7    1    
Vardas424           Pavarde424          10   5    6    4    2    1    1    4    8    3    8    
Vardas425           Pavarde425          3    4    2    5    10   5    1    10   10   8    4    
Vardas426           Pavarde426          6    6    9    5    4    9    9    10   4    4    5    
Vardas427           Pavarde427          3    4    10   2    4    7    8    3    9    8    2    
Vardas428           Pavarde428          6    2    9    1    6    6    7    1    10   7    8    
Vardas429           Pavarde429          6    7    3    6    10   8    5    9    1    9    10   
Vardas430           Pavarde430          2    2    3    3    1    2    10   5    7    1    9    
Vardas431           Pavarde431          9    1    3    2    10   5    10   4    1    8    9    
Vardas432           Pavarde432          6    6    8    5    7    6    4    10   1    5    3    
Vardas433           Pavarde433          8    4    3    4    4    9    6    1    4    4    8    
Vardas434           Pavarde434          3    10   1    8    5    1    2    8    3    6    10   
Vardas435           Pavarde435          10   7    8    2    6    2    4    5    6    5    8    
Vardas436           Pavarde436          10   4    10   4    6    9    7    7    3    2    8    
Vardas437           Pavarde437          1    1    8    7    6    5    2    4    3    3    10   
Vardas438           Pavarde438          7    1    9    4    3    9    9    1    2    4    3    
Vardas439           Pavarde439          5    8    1    2    5    8    4    8    4    7    8    
Vardas440           Pavarde440          7    1    10   9    1    7    2    5    10   5    9    
Vardas441           Pavarde441          9    4    9    2    2    1    2    3    8    7    5    
Vardas442           Pavarde442          7    9    1    3    2    4    8    9    2    5    10   
Vardas443           Pavarde443          10   3    4    6    8    7    1    10   8    2    4    
Vardas444           Pavarde444          4    4    4    5    5    6    9    2    1    5    9    
Vardas445           Pavarde445          10   2    7    2    7    6    9    2    10   9    8    
Vardas446           Pavarde446          8    1    9    7    5    1    5    4    7    2    4    
Vardas447           Pavarde447          10   9    9    2    7    5    2    3    6    9    8    
Vardas448           Pavarde448          7    6    9    3    6    3    6    7    9    4    7    
Vardas449           Pavarde449          6    10   5    4    7    5    7    4    3    8    10   
Vardas450           Pavarde450          8    8    3    10   2    8    3    3    8    5    2    
Vardas451           Pavarde451          5    3    4    8    10   8    6    5    9    2    4    
Vardas452           Pavarde452          2    4    10   1    4    5    9    5    4    9    2    
Vardas453           Pavarde453          3    9    4    8    7    8    5    6    5    8    5    
Vardas454           Pavarde454          1    4    8    1    5    5    2    4    8    3    5    
Vardas455           Pavarde455          5    1    5    9    5    4    4    10   1    3    2    
Vardas456           Pavarde456          4    9    1    9    2    9    8    2    5    5    6    
Vardas457           Pavarde457          1    6    3    4    1    3    5    1    6    7    3    
Vardas458           Pavarde458          7    10   10   5    5    10   5    7    9    2    8    
Vardas459           Pavarde459          1    6    4    7    6    9    5    1    2    2    9    
Vardas460           Pavarde460          7    1    7    9    3    1    5    2    7    1    10   
Vardas461           Pavarde461          8    3    6    10   4    4    10   4    1    6    3    
Vardas462           Pavarde462          2    8    10   4    1    6    7    1    10   9    4    
Vardas463           Pavarde463          6    7    3    8    4    1    3    7    2    10   1    
Vardas464           Pavarde464          7    3    4    7    3    9    1    4    10   8    1    
Vardas465           Pavarde465          5    6    8    5    2    4    2    7    9    3    10   
Vardas466           Pavarde466          3    2    6    5    8    9    5    5    2    10   7    
Vardas467           Pavarde467          7    8    3    6    5    2    7    2    10   2    1    
Vardas468           Pavarde468          1    5    7    10   5    4    1    3    6    8    3    
Vardas469           Pavarde469          10   9    4    2    3    6    3    1    5    5    3    
Vardas470           Pavarde470          3    5    5    5    3    10   9    7    10   4    1    
Vardas471           Pavarde471          8    6    6    7    4    2    5    9    3    9    1    
Vardas472           Pavarde472          4    8    9    10   6    2    7    1    1    9    5    
Vardas473           Pavarde473          5    6    10   5    3    3    4    7    5    2    4    
Vardas474           Pavarde474          1    10   5    5    5    7    7    6    10   1    10   
Vardas475           Pavarde475          6    2    8    1    5    5    3    10   6    10   5    
Vardas476           Pavarde476          6    6    7    6    5    7    5    4    10   2    8    
Vardas477           Pavarde477          3    10   8    9    7    5    10   1    8    5    4    
Vardas478           Pavarde478          9    10   8    5    8    9    4    2    5    9    6    
Vardas479           Pavarde479          6    7    8    7    7    3    3    2    5    2    8    
Vardas480           Pavarde480          5    2    1    5    9    6    5    1    1    9    8    
Vardas481           Pavarde481          2    2    1    2    4    3    6    5    8    8    8    
Vardas482           Pavarde482          9    6    9    1    8    7    5    7    2    1    9    
Vardas483           Pavarde483          10   6    7    5    1    4    2    10   1    5    10   
Vardas484           Pavarde484          5    6    2    2    7    4    5    2    4    5    6    
Vardas485           Pavarde485          2    8    4    7    4    7    5    4    3    8    9    
Vardas486           Pavarde486          8    9    9    9    6    2    9    1    5    6    9    
Vardas487           Pavarde487          9    8    2    5    1    7    8    1    1    2    3    
Vardas488           Pavarde488          6    5    9    8    6    10   8    6    6    10   5    
Vardas489           Pavarde489          8    8    1    1    6    5    5    9    6    8    9    
Vardas490           Pavarde490          1    8    10   6    7    5    7    6    9    1    5    
Vardas491           Pavarde491          8    6    1    9    9    5    6    5    7    8    4    
Vardas492           Pavarde492          8    7    9    6    8    10   5    8    6    2    4    
Vardas493           Pavarde493          6    2    8    1    3    8    4    7    10   6    4    
Vardas494           Pavarde494          6    8    4    9    4    5    6    9    2    8    9    
Vardas495           Pavarde495          2    8    6    6    3    3    2    1    7    5    8    
Vardas496           Pavarde496          3    4    3    8    1    4    1    2    8    9    6    
Vardas497           Pavarde497          9    3    7    2    5    9    7    1    1    4    2    
Vardas498           Pavarde498          6    6    7    7    5    7    5    8    7    6    3    
Vardas499           Pavarde499          8    7    6    6    4    1    5    5    5    7    10   
Vardas500           Pavarde500          1    8    10   6    2    10   8    2    6    10   1    
Vardas501           Pavarde501          4    5    1    4    3    6    2    5    6    7    5    
Vardas502           Pavarde502          7    3    6    5    6    9    9    1    3    4    2    
Vardas503           Pavarde503          5    2    8    6    9    4    8    9    9    9    7    
Vardas504           Pavarde504          3    3    2    8    4    1    3    2    3    2    3    
Vardas505           Pavarde505          1    7    4    7    7    4    9    3    1    10   7    
Vardas506           Pavarde506          6    5    8    7    5    5    3    3    5    10   8    
Vardas507           Pavarde507          6    5    2    7    10   4    5    9    4    3    6    
Vardas508           Pavarde508          1    5    7    3    10   9    4    3    8    10   1    
Vardas509           Pavarde509          6    4    3    5    6    7    9    10   7    4    3    
Vardas510           Pavarde510          2    5    6    10   3    9    4    1    1    5    1    
Vardas511           Pavarde511          6    8    2    10   7    2    8    7    9    10   1    
Vardas512           Pavarde512          10   3    9    5    1    1    3    7    7    3    4    
Vardas513           Pavarde513          5    2    1    8    10   3    1    7    8    3    2    
Vardas514           Pavarde514          2    5    9    4    8    10   7    5    7    2    7    
Vardas515           Pavarde515          2    9    9    1    6    2    4    4    7    5    10   
Vardas516           Pavarde516          5    6    3    4    10   2    3    1    9    6    9    
Vardas517           Pavarde517          4    9    10   3    8    8    7    3    9    9    3    
Vardas518           Pavarde518          1    6    3    2    2    10   9    2    3    5    7    
Vardas519           Pavarde519          1    1    9    7    6    6    10   8    10   3    5    
Vardas520           Pavarde520          6    6    5    1    2    4    5    8    6    7    5    
Vardas521           Pavarde521          9    8    8    5    5    4    7    7    5    7    7    
Vardas522           Pavarde522          1    9    10   2    5    7    2    6    10   8    6    
Vardas523           Pavarde523          6    3    3    1    3    1    7    9    7    4    7    
Vardas524           Pavarde524          8    1    5    3    8    7    1    4    1    10   2    
Vardas525           Pavarde525          2    3    10   4    6    7    7    2    7    6    3    
Vardas526           Pavarde526          10   1    6    1    4    10   2    6    8    4    1    
Vardas527           Pavarde527          4    6    9    5    7    9    3    7    7    6    4    
Vardas528           Pavarde528          10   5    7    3    8    1    9    7    9    8    6    
Vardas529           Pavarde529          5    8    6    9    10   7    1    2    3    9    4    
Vardas530           Pavarde530          9    5    1    5    1    10   8    3    1    8    7    
Vardas531           Pavarde531          10   2    8    5    7    9    2    7    6    1    7    
Vardas532           Pavarde532          3    1    10   5    5    3    9    2    4    3    4    
Vardas533           Pavarde533          2    1    10   4    3    10   6    7    2    10   4    
Vardas534           Pavarde534          4    8    9    6    9    4    6    4    4    7    1    
Vardas535           Pavarde535          1    9    9    2    9    10   10   7    2    7    9    
Vardas536           Pavarde536          6    10   9    6    3    5    3    3    5    8    1    
Vardas537           Pavarde537          7    2    1    8    10   10   6    10   3    5    9    
Vardas538           Pavarde538          9    3    9    9    1    3    1    7    3    2    4    
Vardas539           Pavarde539          5    4    9    8    4    1    10   6    1    9    4    
Vardas540           Pavarde540          6    1    3    2    8    7    4    6    9    6    5    
Vardas541           Pavarde541          7    2    4    2    2    5    6    5    9    3    4    
Vardas542           Pavarde542          7    7    5    6    3    7    9    2    9    6    4    
Vardas543           Pavarde543          10   6    6    6    7    2    4    9    7    8    5    
Vardas544           Pavarde544          3    3    5    4    7    8    5    8    3    10   6    
Vardas545           Pavarde545          2    1    1    5    4    6    8    8    7    10   5    
Vardas546           Pavarde546          1    10   10   3    8    8    4    9    7    5    9    
Vardas547           Pavarde547          9    2    8    5    6    8    9    3    1    6    5    
Vardas548           Pavarde548          4    8    2    6    10   5    8    9    1    4    9    
Vardas549           Pavarde549          5    5    3    6    7    4    1    6    8    2    7    
Vardas550           Pavarde550          5    1    4    1    3    7    5    3    7    1    8    
Vardas551           Pavarde551          8    10   10   6    8    10   3    9    4    3    5    
Vardas552           Pavarde552          3    8    9    1    9    4    3    6    8    7    8    
Vardas553           Pavarde553          3    6    8    10   9    5    7    7    4    8    10   
Vardas554           Pavarde554          5    2    7    1    10   7    10   7    4    4    7    
Vardas555           Pavarde555          5    3    7    6    6    7    2    2    2    9    1    
Vardas556           Pavarde556          9    9    5    7    6    7    1    4    10   7    9    
Vardas557           Pavarde557          3    7    10   1    6    3    10   8    7    10   8    
Vardas558           Pavarde558          4    6    10   2    1    10   2    2    10   3    2    
Vardas559           Pavarde559          8    7    10   8    8    7    3    6    8    7    1    
Vardas560           Pavarde560          8    6    6    10   10   6    3    10   7    8    4    
Vardas561           Pavarde561          9    7    7    9    7    8    8    4    2    3    1    
Vardas562           Pavarde562          1    2    2    5    2    5    5    8    6    8    3    
Vardas563           Pavarde563          2    5    10   7    3    3    7    8    5    4    9    
Vardas564           Pavarde564          3    6    2    2    3    6    6    2    5    1    4    
Vardas565           Pavarde565          9    10   3    1    1    1    1    5    2    8    6    
Vardas566           Pavarde566          5    6    5    8    8    10   9    2    4    10   4    
Vardas567           Pavarde567          6    9    3    10   9    9    2    4    2    9    7    
Vardas568           Pavarde568          4    3    4    3    2    10   6    3    7    9    3    
Vardas569           Pavarde569          2    5    7    10   9    4    9    8    9    8    6    
Vardas570           Pavarde570          2    2    7    6    9    10   4    2    4    10   5    
Vardas571           Pavarde571          6    4    4    5    8    3    1    1    1    2    2    
Vardas572           Pavarde572          10   9    2    1    9    3    8    2    8    9    4    
Vardas573           Pavarde573          10   10   10   6    3    2    5    1    3    5    3    
Vardas574           Pavarde574          8    4    5    8    7    3    9    9    10   4    4    
Vardas575           Pavarde575          6    3    7    8    1    3    1    3    7    8    3    
Vardas576           Pavarde576          9    2    5    3    4    8    5    2    7    6    1    
Vardas577           Pavarde577          6    2    7    7    9    5    1    1    5    3    3    
Vardas578           Pavarde578          2    7    7    2    6    4    3    9    8    6    10   
Vardas579           Pavarde579          10   9    7    5    9    1    10   5    10   7    4    
Vardas580           Pavarde580          10   6    5    2    3    2    10   5    9    3    3    
Vardas581           Pavarde581          6    9    9    8    7    2    5    10   5    1    1    
Vardas582           Pavarde582          6    5    3    7    9    4    9    8    8    4    9    
Vardas583           Pavarde583          4    2    5    1    7    10   1    2    9    5    6    
Vardas584           Pavarde584          1    9    3    10   1    3    1    1    10   1    9    
Vardas585           Pavarde585          2    4    10   2    6    8    1    5    3    9    1    
Vardas586           Pavarde586          5    8    5    2    5    4    3    2    10   7    1    
Vardas587           Pavarde587          5    5    1    8    10   4    4    8    1    1    2    
Vardas588           Pavarde588          5    3    5    6    10   8    1    9    4    10   4    
Vardas589           Pavarde589          5    8    6    4    10   8    1    5    5    5    3    
Vardas590           Pavarde590          3    6    9    3    10   6    10   1    8    7    6    
Vardas591           Pavarde591          1    4    10   3    4    3    1    8    9    8    6    
Vardas592           Pavarde592          9    7    8    1    5    9    1    8    8    2    10   
Vardas593           Pavarde593          6    5    6    6    10   1    10   1    1    1    5    
Vardas594           Pavarde594          2    10   10   4    3    5    7    1    10   7    6    
Vardas595           Pavarde595          10   9    10   4    10   8    8    8    3    6    7    
Vardas596           Pavarde596          8    5    2    10   5    9    9    8    3    2    2    
Vardas597           Pavarde597          9    7    10   3    2    3    4    4    3    7    3    
Vardas598           Pavarde598          4    8    8    3    5    10   3    5    2    5    2    
Vardas599           Pavarde599          1    8    3    7    10   2    9    4    1    10   4    
Vardas600           Pavarde600          6    3    1    8    2    7    3    2    7    9    4    
Vardas601           Pavarde601          3    3    7    4    4    10   3    7    10   2    2    
Vardas602           Pavarde602          9    9    5    6    3    8    10   5    7    7    6    
Vardas603           Pavarde603          5    1    9    9    3    4    3    6    1    5    2    
Vardas604           Pavarde604          1    3    2    7    7    8    1    10   3    3    6    
Vardas605           Pavarde605          7    9    5    7    8    4    4    2    1    9    9    
Vardas606           Pavarde606          9    2    9    6    1    4    10   2    7    3    5    
Vardas607           Pavarde607          10   6    10   4    3    3    7    3    9    5    9    
Vardas608           Pavarde608          10   10   4    1    2    5    3    6    4    1    7    
Vardas609           Pavarde609          8    6    3    2    2    10   3    5    4    4    9    
Vardas610           Pavarde610          8    5    8    2    8    5    6    7    1    7    10   
Vardas611           Pavarde611          9    4    2    5    10   4    8    7    3    1    1    
Vardas612           Pavarde612          2    2    8    7    4    7    2    1    8    5    1    
Vardas613           Pavarde613          8    9    2    8    9    8    10   1    3    1    7    
Vardas614           Pavarde614          2    1    1    5    8    3    6    7    5    8    6    
Vardas615           Pavarde615          6    8    7    2    1    9    4    7    8    4    7    
Vardas616           Pavarde616          4    4    8    1    7    1    3    9    5    3    3    
Vardas617           Pavarde617          8    4    3    8    9    4    6    8    9    10   9    
Vardas618           Pavarde618          1    5    1    5    1    1    2    1    5    8    7    
Vardas619           Pavarde619          5    3    5    8    9    8    8    3    2    2    10   
Vardas620           Pavarde620          1    5    1    3    1    10   7    5    8    10   2    
Vardas621           Pavarde621          3    5    8    8    4    3    10   7    6    2    6    
Vardas622           Pavarde622          3    4    8    2    1    9    8    3    6    9    8    
Vardas623           Pavarde623          1    3    1    4    7    9    10   10   2    3    8    
Vardas624           Pavarde624          9    7    10   3    10   9    5    7    6    2    10   
Vardas625           Pavarde625          4    7    3    8    4    2    4    1    2    1    7    
Vardas626           Pavarde626          8    8    1    10   6    5    9    1    6    5    9    
Vardas627           Pavarde627          5    4    8    9    3    7    7    3    8    1    7    
Vardas628           Pavarde628          1    4    2    6    1    2    7    7    5    6    10   
Vardas629           Pavarde629          5    10   5    2    9    10   1    2    2    1    1    
Vardas630           Pavarde630          7    2    7    1    5    10   1    9    9    3    7    
Vardas631           Pavarde631          5    3    9    5    5    7    3    9    8    7    10   
Vardas632           Pavarde632          10   7    4    8    5    3    6    10   10   6    5    
Vardas633           Pavarde633          3    7    7    2    4    3    2    1    9    7    9    
Vardas634           Pavarde634          10   7    9    10   10   10   10   4    7    9    9    
Vardas635           Pavarde635          5    3    9    6    1    2    10   4    7    5    9    
Vardas636           Pavarde636          3    7    5    3    6    7    5    5    7    7    6    
Vardas637           Pavarde637          8    8    3    8    4    3    5    6    2    7    1    
Vardas638           Pavarde638          8    4    9    4    3    5    6    2    10   4    7    
Vardas639           Pavarde639          8    3    9    1    7    1    5    6    1    9    10   
Vardas640           Pavarde640          7    5    6    3    9    10   8    9    3    1    5    
Vardas641           Pavarde641          6    7    3    10   6    10   6    10   6    1    10   
Vardas642           Pavarde642          7    2    2    1    5    6    4    5    8    4    7    
Vardas643           Pavarde643          5    9    9    5    6    1    1    9    8    4    7    
Vardas644           Pavarde644          5    7    1    3    6    7    6    4    10   8    5    
Vardas645           Pavarde645          8    5    4    3    2    1    8    1    10   7    9    
Vardas646           Pavarde646          9    5    10   10   8    7    9    4    5    3    9    
Vardas647           Pavarde647          3    10   1    7    7    3    7    7    3    1    5    
Vardas648           Pavarde648          8    9    5    1    6    6    1    1    10   4    9    
Vardas649           Pavarde649          2    1    7    2    1    10   10   10   10   1    10   
Vardas650           Pavarde650          2    10   9    9    3    9    5    4    8    4    3    
Vardas651           Pavarde651          9    3    7    1    4    5    5    3    6    3    8    
Vardas652           Pavarde652          10   7    10   2    9    5    7    4    1    3    10   
Vardas653           Pavarde653          10   10   8    3    3    9    2    9    9    5    1    
Vardas654           Pavarde654          1    6    3    1    3    5    1    8    2    8    3    
Vardas655           Pavarde655          7    2    2    10   4    6    9    10   7    1    5    
Vardas656           Pavarde656          7    5    7    3    6    4    2    2    2    1    1    
Vardas657           Pavarde657          7    8    10   2    1    10   6    7    2    4    8    
Vardas658           Pavarde658          3    7    9    8    7    5    6    6    2    7    4    
Vardas659           Pavarde659          1    8    7    7    1    2    7    6    2    1    7    
Vardas660           Pavarde660          2    4    3    1    8    3    10   6    10   5    5    
Vardas661           Pavarde661          3    6    10   6    3    7    5    9    10   3    4    
Vardas662           Pavarde662          1    1    9    8    4    4    5    2    5    2    2    
Vardas663           Pavarde663          8    10   8    10   8    10   8    10   5    6    8    
Vardas664           Pavarde664          5    1    2    9    6    5    6    2    1    5    6    
Vardas665           Pavarde665          9    7    3    2    10   6    3    1    1    4    3    
Vardas666           Pavarde666          8    1    6    4    6    6    8    5    2    1    3    
Vardas667           Pavarde667          4    2    9    4    7    10   3    2    1    6    9    
Vardas668           Pavarde668          7    7    3    4    4    6    6    6    5    1    8    
Vardas669           Pavarde669          8    2    2    10   9    4    6    2    10   7    9    
Vardas670           Pavarde670          3    9    5    2    2    1    9    8    1    6    5    
Vardas671           Pavarde671          6    8    10   6    6    5    9    3    1    10   2    
Vardas672           Pavarde672          3    8    10   7    10   7    4    2    9    1    9    
Vardas673           Pavarde673          9    9    1    9    9    2    4    8    2    8    4    
Vardas674           Pavarde674          1    1    3    5    2    4    8    1    3    3    1    
Vardas675           Pavarde675          3    2    5    5    6    8    8    3    2    8    1    
Vardas676           Pavarde676          4    1    1    9    3    2    10   6    4    4    4    
Vardas677           Pavarde677          9    4    7    4    1    3    1    3    7    3    9    
Vardas678           Pavarde678          6    6    3    8    7    4    10   6    5    7    8    
Vardas679           Pavarde679          1    4    5    1    9    10   3    7    5    10   10   
Vardas680           Pavarde680          6    5    2    7    2    6    1    6    9    2    9    
Vardas681           Pavarde681          6    6    9    4    8    8    3    3    7    7    9    
Vardas682           Pavarde682          6    5    8    5    8    3    8    7    8    6    2    
Vardas683           Pavarde683          7    2    10   9    7    8    2    7    5    4    3    
Vardas684           Pavarde684          7    5    9    6    5    1    9    3    3    6    3    
Vardas685           Pavarde685          5    6    6    4    8    1    3    5    3    1    10   
Vardas686           Pavarde686          5    9    7    4    2    9    6    5    4    5    5    
Vardas687           Pavarde687          9    3    2    4    1    3    6    2    2    3    6    
Vardas688           Pavarde688          8    9    2    10   5    7    6    3    3    9    5    
Vardas689           Pavarde689          10   2    5    4    1    4    3    10   4    10   6    
Vardas690           Pavarde690          7    5    10   10   7    8    8    9    5    7    5    
Vardas691           Pavarde691          10   6    1    10   9    1    1    10   9    1    2    
Vardas692           Pavarde692          6    3    4    5    7    2    8    1    10   6    1    
Vardas693           Pavarde693          8    8    7    1    9    7    10   6    2    1    2    
Vardas694           Pavarde694          6    10   4    4    2    5    1    5    10   1    8    
Vardas695           Pavarde695          8    7    9    8    6    2    1    3    8    1    9    
Vardas696           Pavarde696          2    8    7    7    2    6    9    4    6    10   5    
Vardas697           Pavarde697          9    6    1    8    6    8    2    6    9    8    5    
Vardas698           Pavarde698          2    2    3    1    8    8    8    6    10   1    10   
Vardas699           Pavarde699          8    3    8    10   1    2    9    8    5    8    1    
Vardas700           Pavarde700          4    9    6    9    7    9    4    5    7    5    5    
Vardas701           Pavarde701          7    10   2    5    9    2    9    3    4    8    2    
Vardas702           Pavarde702          1    9    3    2    2    5    5    10   10   4    8    
Vardas703           Pavarde703          9    4    4    3    10   3    4    7    3    5    6    
Vardas704           Pavarde704          4    3    4    4    2    3    9    6    8    9    7    
Vardas705           Pavarde705          1    5    1    7    8    6    7    3    1    9    7    
Vardas706           Pavarde706          1    9    2    4    1    10   6    2    5    5    10   
Vardas707           Pavarde707          5    10   1    9    7    7    1    4    8    9    6    
Vardas708           Pavarde708          3    3    9    2    2    1    9    4    9    9    10   
Vardas709           Pavarde709          9    7    3    7    8    9    9    3    8    6    1    
Vardas710           Pavarde710          7    2    3    6    1    7    8    7    4    3    3    
Vardas711           Pavarde711          10   8    5    1    6    5    10   4    4    3    5    
Vardas712           Pavarde712          2    3    3    8    8    1    4    3    10   4    9    
Vardas713           Pavarde713          1    4    7    5    3    8    8    7    10   3    5    
Vardas714           Pavarde714          5    3    3    7    8    1    7    4    3    3    3    
Vardas715           Pavarde715          1    2    8    10   4    9    1    10   1    5    3    
Vardas716           Pavarde716          2    3    10   3    2    10   3    3    9    7    6    
Vardas717           Pavarde717          3    7    2    3    10   8    6    10   10   5    8    
Vardas718           Pavarde718          1    8    5    3    6    10   2    2    2    4    3    
Vardas719           Pavarde719          10   9    4    8    3    6    4    10   6    1    5    
Vardas720           Pavarde720          7    8    10   3    10   9    1    4    4    6    10   
Vardas721           Pavarde721          2    9    10   6    4    4    4    8    9    4    9    
Vardas722           Pavarde722          2    5    2    2    8    1    1    8    1    3    9    
Vardas723           Pavarde723          8    1    3    7    10   9    3    5    9    6    4    
Vardas724           Pavarde724          9    3    1    7    8    8    6    1    8    2    2    
Vardas725           Pavarde725          4    8    6    6    8    6    6    9    3    8    7    
Vardas726           Pavarde726          2    10   5    6    2    1    6    6    7    6    9    
Vardas727           Pavarde727          9    8    3    6    3    7    8    6    9    4    9    
Vardas728           Pavarde728          9    2    3    5    7    2    3    9    4    10   5    
Vardas729           Pavarde729          2    3    1    5    8    9    5    10   10   9    3    
Vardas730           Pavarde730          2    8    6    1    10   6    6    9    4    8    8    
Vardas731           Pavarde731          3    6    5    8    7    6    1    9    9    10   3    
Vardas732           Pavarde732          9    2    7    2    7    1    8    3    6    5    9    
Vardas733           Pavarde733          4    10   6    1    3    4    5    7    1    1    4    
Vardas734           Pavarde734          5    6    4    10   7    5    2    3    3    9    6    
Vardas735           Pavarde735          7    2    5    2    4    2    3    4    3    2    1    
Vardas736           Pavarde736          1    8    6    3    7    2    2    1    2    9    4    
Vardas737           Pavarde737          5    8    10   10   8    2    3    2    10   10   5    
Vardas738           Pavarde738          2    7    4    6    4    6    7    6    5    7    6    
Vardas739           Pavarde739          9    8    7    9    7    9    6    8    7    7    5    
Vardas740           Pavarde740          6    4    7    3    6    10   7    8    5    4    9    
Vardas741           Pavarde741          7    1    3    8    10   10   2    1    9    1    4    
Vardas742           Pavarde742          6    4    2    6    3    7    1    4    6    2    4    
Vardas743           Pavarde743          3    9    4    9    10   1    2    2    3    2    3    
Vardas744           Pavarde744          10   5    4    5    7    6    1    9    10   2    1    
Vardas745           Pavarde745          8    9    5    2    8    9    6    7    6    8    8    
Vardas746           Pavarde746          10   10   4    5    5    10   7    7    1    10   8    
Vardas747           Pavarde747          9    6    5    7    7    2    5    10   3    5    8    
Vardas748           Pavarde748          8    7    5    8    8    6    2    6    9    8    4    
Vardas749           Pavarde749          3    6    7    2    2    4    9    8    3    7    2    
Vardas750           Pavarde750          4    6    4    8    10   3    7    4    5    8    8    
Vardas751           Pavarde751          8    5    5    3    9    9    1    9    7    3    5    
Vardas752           Pavarde752          4    4    6    8    8    2    6    4    3    10   1    
Vardas753           Pavarde753          3    4    2    7    5    9    7    1    4    3    7    
Vardas754           Pavarde754          6    1    1    6    4    9    10   6    8    2    9    
Vardas755           Pavarde755          9    4    2    6    10   1    1    10   6    6    2    
Vardas756           Pavarde756          2    2    6    1    10   4    4    10   9    7    9    
Vardas757           Pavarde757          9    2    10   8    1    1    10   5    4    1    2    
Vardas758           Pavarde758          8    10   1    8    8    5    9    6    10   8    8    
Vardas759           Pavarde759          1    6    3    9    3    9    6    7    10   2    5    
Vardas760           Pavarde760          10   1    8    3    7    10   3    6    8    8    4    
Vardas761           Pavarde761          10   1    3    2    2    9    10   9    5    7    1    
Vardas762           Pavarde762          4    6    3    8    4    3    3    2    10   8    3    
Vardas763           Pavarde763          9    1    3    8    5    1    8    2    4    6    6    
Vardas764           Pavarde764          8    8    3    5    4    2    8    10   9    9    2    
Vardas765           Pavarde765          6    10   6    10   9    10   4    2    2    8    4    
Vardas766           Pavarde766          7    1    10   6    4    3    10   7    3    1    4    
Vardas767           Pavarde767          6    8    8    10   2    9    10   8    5    7    8    
Vardas768           Pavarde768          8    7    9    7    8    4    5    4    7    1    10   
Vardas769           Pavarde769          7    3    10   8    4    7    2    9    3    1    10   
Vardas770           Pavarde770          10   4    3    9    2    1    5    1    8    4    7    
Vardas771           Pavarde771          4    8    6    5    9    1    6    4    8    9    3    
Vardas772           Pavarde772          1    6    1    3    1    4    6    7    1    1    8    
