Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas2994          Pavarde2994         9    10   10   8    4    2    8    7    3    4    6    
Vardas2995          Pavarde2995         1    2    2    10   4    1    5    7    7    10   6    
Vardas2996          Pavarde2996         4    8    9    8    2    10   1    4    4    4    2    
Vardas2997          Pavarde2997         7    10   7    9    5    7    9    10   6    9    7    
Vardas2998          Pavarde2998         9    9    4    2    9    7    7    10   9    1    10   
Vardas2999          Pavarde2999         5    6    9    6    8    1    1    4    9    4    2    
Vardas3000          Pavarde3000         7    3    5    3    6    4    9    1    3    5    6    
Vardas3001          Pavarde3001         5    2    3    3    1    8    7    6    7    6    7    
Vardas3002          Pavarde3002         1    7    4    1    4    6    7    8    2    9    4    
Vardas3003          Pavarde3003         1    10   6    4    3    4    7    9    1    6    10   
Vardas3004          Pavarde3004         4    8    5    3    8    1    9    5    1    9    9    
Vardas3005          Pavarde3005         9    6    9    7    3    5    3    3    5    3    4    
Vardas3006          Pavarde3006         1    7    5    4    2    4    7    4    1    7    2    
Vardas3007          Pavarde3007         4    10   9    7    4    1    1    6    2    5    4    
Vardas3008          Pavarde3008         6    8    5    8    6    2    5    1    6    9    7    
Vardas3009          Pavarde3009         5    9    6    8    2    3    6    3    6    1    1    
Vardas3010          Pavarde3010         3    5    1    5    5    6    5    3    7    1    4    
Vardas3011          Pavarde3011         5    4    9    2    8    3    9    2    1    8    8    
Vardas3012          Pavarde3012         7    5    3    1    8    9    9    5    4    10   4    
Vardas3013          Pavarde3013         9    3    2    6    6    6    1    10   6    2    7    
Vardas3014          Pavarde3014         6    10   1    2    3    4    7    5    6    1    1    
Vardas3015          Pavarde3015         10   9    5    4    3    8    1    5    9    8    9    
Vardas3016          Pavarde3016         2    5    6    4    5    10   5    8    7    10   2    
Vardas3017          Pavarde3017         6    10   2    4    10   10   1    4    10   4    6    
Vardas3018          Pavarde3018         2    10   8    1    1    8    10   2    8    2    8    
Vardas3019          Pavarde3019         5    6    6    3    5    8    10   5    4    1    5    
Vardas3020          Pavarde3020         10   6    9    8    9    6    5    5    10   7    4    
Vardas3021          Pavarde3021         5    2    2    2    9    4    2    10   6    1    5    
Vardas3022          Pavarde3022         10   8    4    10   3    2    4    6    6    8    3    
Vardas3023          Pavarde3023         5    1    4    10   7    2    10   9    6    2    2    
Vardas3024          Pavarde3024         6    9    9    3    7    10   10   9    3    5    7    
Vardas3025          Pavarde3025         10   8    1    3    9    6    6    1    4    5    1    
Vardas3026          Pavarde3026         6    9    6    3    4    2    6    7    2    5    3    
Vardas3027          Pavarde3027         9    10   4    3    10   9    5    3    10   8    3    
Vardas3028          Pavarde3028         10   7    1    7    4    5    8    5    1    5    6    
Vardas3029          Pavarde3029         6    9    9    7    7    3    1    10   2    1    2    
Vardas3030          Pavarde3030         9    6    1    6    2    4    7    4    5    7    5    
Vardas3031          Pavarde3031         1    6    2    2    6    7    1    1    6    5    10   
Vardas3032          Pavarde3032         5    10   7    10   7    8    8    9    6    2    2    
Vardas3033          Pavarde3033         3    7    7    2    2    1    9    7    9    5    3    
Vardas3034          Pavarde3034         1    3    8    6    2    10   1    5    5    2    9    
Vardas3035          Pavarde3035         1    5    1    10   1    9    1    5    10   9    7    
Vardas3036          Pavarde3036         2    3    10   3    2    4    8    10   6    1    8    
Vardas3037          Pavarde3037         8    1    2    3    2    10   7    8    10   5    5    
Vardas3038          Pavarde3038         4    3    6    5    7    9    5    8    6    10   2    
Vardas3039          Pavarde3039         7    8    9    9    4    7    10   1    6    3    2    
Vardas3040          Pavarde3040         8    5    7    9    6    1    3    5    7    2    10   
Vardas3041          Pavarde3041         10   2    1    10   5    6    3    3    8    7    10   
Vardas3042          Pavarde3042         8    5    8    2    3    7    6    4    1    5    7    
Vardas3043          Pavarde3043         10   9    7    9    4    9    5    2    7    2    4    
Vardas3044          Pavarde3044         10   6    10   6    2    6    3    10   4    3    7    
Vardas3045          Pavarde3045         3    9    3    4    1    7    2    9    6    2    3    
Vardas3046          Pavarde3046         4    1    6    10   7    1    4    6    9    5    9    
Vardas3047          Pavarde3047         3    2    2    7    2    7    4    5    9    2    5    
Vardas3048          Pavarde3048         8    7    3    2    10   7    7    7    8    7    10   
Vardas3049          Pavarde3049         5    9    2    1    7    10   3    9    9    3    1    
Vardas3050          Pavarde3050         1    7    3    8    8    8    6    1    7    5    5    
Vardas3051          Pavarde3051         6    3    4    8    2    8    8    3    7    10   9    
Vardas3052          Pavarde3052         7    5    9    6    8    3    7    5    6    4    6    
Vardas3053          Pavarde3053         3    5    3    10   4    2    10   1    9    8    3    
Vardas3054          Pavarde3054         8    1    8    10   9    7    1    6    4    3    10   
Vardas3055          Pavarde3055         10   2    7    2    5    4    7    9    3    1    8    
Vardas3056          Pavarde3056         6    8    10   8    7    4    5    1    9    6    8    
Vardas3057          Pavarde3057         10   10   8    8    8    1    5    7    1    6    10   
Vardas3058          Pavarde3058         5    6    9    7    10   6    4    1    2    4    2    
Vardas3059          Pavarde3059         9    2    2    9    6    7    5    2    2    2    7    
Vardas3060          Pavarde3060         8    3    6    2    1    5    10   1    8    2    1    
Vardas3061          Pavarde3061         10   9    2    3    4    1    1    6    3    7    7    
Vardas3062          Pavarde3062         8    6    9    4    2    4    5    2    10   6    8    
Vardas3063          Pavarde3063         9    10   2    7    9    1    1    8    1    3    3    
Vardas3064          Pavarde3064         7    4    8    4    8    4    2    6    6    9    4    
Vardas3065          Pavarde3065         2    8    9    10   6    2    9    4    1    9    5    
Vardas3066          Pavarde3066         2    4    6    10   3    8    4    2    7    8    1    
Vardas3067          Pavarde3067         2    2    6    10   5    6    1    7    8    1    7    
Vardas3068          Pavarde3068         10   7    6    10   6    2    8    10   1    1    8    
Vardas3069          Pavarde3069         7    8    1    6    8    1    5    1    5    3    2    
Vardas3070          Pavarde3070         4    1    4    9    5    4    2    1    1    5    3    
Vardas3071          Pavarde3071         8    3    2    6    5    1    3    8    5    9    9    
Vardas3072          Pavarde3072         9    8    9    10   8    1    2    3    6    1    5    
Vardas3073          Pavarde3073         3    2    10   6    7    10   3    6    1    5    4    
Vardas3074          Pavarde3074         3    7    6    1    9    8    1    4    10   10   10   
Vardas3075          Pavarde3075         6    7    7    9    4    1    7    2    8    9    1    
Vardas3076          Pavarde3076         2    5    3    8    3    7    7    2    10   6    7    
Vardas3077          Pavarde3077         7    6    4    5    2    7    5    8    4    10   10   
Vardas3078          Pavarde3078         8    7    8    2    8    8    9    6    2    5    10   
Vardas3079          Pavarde3079         10   1    5    5    5    3    2    6    4    8    7    
Vardas3080          Pavarde3080         7    3    6    3    6    10   8    1    7    7    9    
Vardas3081          Pavarde3081         2    5    4    3    1    8    8    9    10   7    10   
Vardas3082          Pavarde3082         7    6    7    6    8    7    5    2    2    1    3    
Vardas3083          Pavarde3083         6    7    10   8    9    10   8    3    8    3    1    
Vardas3084          Pavarde3084         4    9    1    4    7    8    7    6    4    1    9    
Vardas3085          Pavarde3085         2    8    4    7    8    4    4    2    8    4    6    
Vardas3086          Pavarde3086         4    10   2    1    6    1    6    8    8    1    10   
Vardas3087          Pavarde3087         1    6    8    8    9    8    10   7    4    6    6    
Vardas3088          Pavarde3088         7    7    10   3    8    1    1    4    5    8    9    
Vardas3089          Pavarde3089         7    8    10   9    9    5    4    7    4    4    1    
Vardas3090          Pavarde3090         8    7    8    2    5    7    10   10   9    2    1    
Vardas3091          Pavarde3091         2    10   5    10   4    1    6    10   6    4    5    
Vardas3092          Pavarde3092         6    9    8    3    6    2    5    1    2    9    1    
Vardas3093          Pavarde3093         7    2    6    3    8    1    3    8    7    7    10   
Vardas3094          Pavarde3094         2    8    8    2    3    10   7    9    3    6    8    
Vardas3095          Pavarde3095         7    5    1    3    7    2    10   8    4    8    7    
Vardas3096          Pavarde3096         8    1    4    10   1    2    7    5    8    7    10   
Vardas3097          Pavarde3097         9    2    2    7    4    5    3    6    8    3    5    
Vardas3098          Pavarde3098         1    9    3    2    8    7    8    4    6    8    8    
Vardas3099          Pavarde3099         9    9    7    4    5    1    6    5    5    7    2    
Vardas3100          Pavarde3100         9    6    10   10   6    5    2    2    2    2    1    
Vardas3101          Pavarde3101         9    4    2    8    6    3    6    8    9    6    2    
Vardas3102          Pavarde3102         10   8    8    1    3    2    7    3    4    5    2    
Vardas3103          Pavarde3103         6    5    8    5    7    6    10   9    3    7    9    
Vardas3104          Pavarde3104         9    4    9    5    4    9    4    3    10   8    10   
Vardas3105          Pavarde3105         1    4    10   8    3    4    3    10   10   4    3    
Vardas3106          Pavarde3106         4    3    6    6    3    2    4    9    8    5    2    
Vardas3107          Pavarde3107         3    2    10   3    6    2    4    5    6    6    8    
Vardas3108          Pavarde3108         8    5    7    4    4    8    1    8    8    9    7    
Vardas3109          Pavarde3109         8    5    3    7    4    1    2    9    9    3    6    
Vardas3110          Pavarde3110         5    1    8    2    1    8    2    8    2    3    7    
Vardas3111          Pavarde3111         3    6    7    3    8    9    9    3    9    3    3    
Vardas3112          Pavarde3112         5    9    2    10   9    1    8    8    5    6    9    
Vardas3113          Pavarde3113         1    3    1    2    4    5    7    3    8    1    10   
Vardas3114          Pavarde3114         1    1    2    1    9    2    8    4    10   5    4    
Vardas3115          Pavarde3115         5    3    10   4    6    6    8    2    8    9    2    
Vardas3116          Pavarde3116         5    6    1    10   8    9    10   9    6    6    9    
Vardas3117          Pavarde3117         3    10   9    8    9    4    9    4    10   6    1    
Vardas3118          Pavarde3118         9    2    8    5    1    1    7    10   9    7    4    
Vardas3119          Pavarde3119         7    3    4    2    2    5    6    7    8    1    3    
Vardas3120          Pavarde3120         3    6    6    1    2    3    3    4    8    6    7    
Vardas3121          Pavarde3121         6    4    7    6    1    6    7    8    5    4    6    
Vardas3122          Pavarde3122         1    2    5    1    1    3    10   6    3    3    7    
Vardas3123          Pavarde3123         9    6    4    6    10   2    7    7    10   6    2    
Vardas3124          Pavarde3124         5    5    4    6    9    8    6    8    4    4    5    
Vardas3125          Pavarde3125         6    7    3    5    4    6    9    6    3    8    3    
Vardas3126          Pavarde3126         3    2    10   5    3    5    10   6    6    1    7    
Vardas3127          Pavarde3127         7    9    6    3    4    2    2    9    8    2    8    
Vardas3128          Pavarde3128         3    10   9    10   1    10   5    1    3    9    5    
Vardas3129          Pavarde3129         4    4    10   5    4    10   6    3    9    4    3    
Vardas3130          Pavarde3130         4    9    2    8    9    2    3    5    1    10   8    
Vardas3131          Pavarde3131         6    4    3    9    6    2    10   2    9    5    7    
Vardas3132          Pavarde3132         3    8    3    1    2    9    10   9    9    4    5    
Vardas3133          Pavarde3133         8    2    5    9    3    8    6    4    9    1    2    
Vardas3134          Pavarde3134         6    1    5    6    7    10   9    8    4    3    3    
Vardas3135          Pavarde3135         1    8    4    7    2    2    8    8    6    5    7    
Vardas3136          Pavarde3136         6    4    4    7    7    5    4    1    2    2    8    
Vardas3137          Pavarde3137         8    5    5    3    7    5    1    2    5    2    10   
Vardas3138          Pavarde3138         6    4    8    9    7    4    7    6    3    7    3    
Vardas3139          Pavarde3139         9    3    3    8    4    7    2    9    1    5    4    
Vardas3140          Pavarde3140         2    2    9    2    7    9    7    5    9    4    3    
Vardas3141          Pavarde3141         6    8    2    4    9    2    9    7    9    7    5    
Vardas3142          Pavarde3142         1    3    1    2    6    4    8    6    5    7    4    
Vardas3143          Pavarde3143         2    8    1    1    5    10   7    7    10   7    10   
Vardas3144          Pavarde3144         1    2    10   10   6    10   2    9    4    5    1    
Vardas3145          Pavarde3145         9    6    1    10   9    5    10   3    1    5    7    
Vardas3146          Pavarde3146         5    3    1    9    2    9    2    1    4    4    3    
Vardas3147          Pavarde3147         9    3    7    8    4    3    7    10   4    4    7    
Vardas3148          Pavarde3148         10   4    9    5    8    4    1    7    2    4    4    
Vardas3149          Pavarde3149         7    4    10   4    9    6    9    8    2    4    4    
Vardas3150          Pavarde3150         1    5    4    2    2    2    5    9    2    3    6    
Vardas3151          Pavarde3151         8    6    2    3    9    10   9    5    2    1    7    
Vardas3152          Pavarde3152         8    8    1    9    8    1    3    6    3    4    9    
Vardas3153          Pavarde3153         6    10   7    6    7    2    9    1    7    7    9    
Vardas3154          Pavarde3154         5    4    6    8    7    3    6    2    3    2    5    
Vardas3155          Pavarde3155         10   5    7    4    4    5    3    1    8    4    9    
Vardas3156          Pavarde3156         4    9    2    10   2    5    6    7    8    3    1    
Vardas3157          Pavarde3157         5    7    1    10   7    5    9    1    4    5    6    
Vardas3158          Pavarde3158         4    7    8    9    6    7    8    3    3    2    3    
Vardas3159          Pavarde3159         1    6    2    1    2    10   6    6    1    7    10   
Vardas3160          Pavarde3160         1    3    10   1    1    8    8    2    5    7    5    
Vardas3161          Pavarde3161         5    8    3    9    9    4    2    7    9    5    7    
Vardas3162          Pavarde3162         1    3    7    6    6    2    8    9    8    7    9    
Vardas3163          Pavarde3163         7    10   5    7    10   10   8    2    2    3    6    
Vardas3164          Pavarde3164         9    5    1    5    1    4    6    4    8    1    3    
Vardas3165          Pavarde3165         1    10   4    8    6    9    4    10   6    8    4    
Vardas3166          Pavarde3166         6    1    7    2    9    2    2    5    2    8    8    
Vardas3167          Pavarde3167         6    7    2    10   10   8    4    9    6    9    6    
Vardas3168          Pavarde3168         7    2    4    9    10   3    3    1    8    7    1    
Vardas3169          Pavarde3169         3    7    4    7    4    9    6    9    9    5    9    
Vardas3170          Pavarde3170         1    6    1    4    10   1    9    1    6    10   8    
Vardas3171          Pavarde3171         8    2    1    5    8    3    4    7    3    6    8    
Vardas3172          Pavarde3172         5    5    6    6    3    2    5    1    8    1    9    
Vardas3173          Pavarde3173         8    6    7    7    8    8    10   2    7    3    1    
Vardas3174          Pavarde3174         8    10   4    7    10   1    6    3    3    8    10   
Vardas3175          Pavarde3175         5    4    4    7    1    2    6    1    2    6    8    
Vardas3176          Pavarde3176         8    4    7    6    10   7    8    3    8    2    6    
Vardas3177          Pavarde3177         9    2    8    10   8    2    7    5    6    3    8    
Vardas3178          Pavarde3178         4    4    3    4    9    9    5    7    1    7    1    
Vardas3179          Pavarde3179         10   3    3    10   7    4    4    9    7    3    5    
Vardas3180          Pavarde3180         5    7    8    6    8    8    8    3    4    5    9    
Vardas3181          Pavarde3181         3    5    10   3    3    7    7    9    3    4    8    
Vardas3182          Pavarde3182         10   7    8    2    7    7    3    1    4    6    1    
Vardas3183          Pavarde3183         5    3    9    1    6    9    7    3    9    2    7    
Vardas3184          Pavarde3184         2    10   6    6    9    3    4    9    5    3    4    
Vardas3185          Pavarde3185         8    10   3    2    4    9    10   10   5    9    10   
Vardas3186          Pavarde3186         6    5    6    4    3    2    10   2    7    2    3    
Vardas3187          Pavarde3187         9    5    7    9    4    8    3    2    6    8    4    
Vardas3188          Pavarde3188         10   1    2    3    10   9    5    2    10   1    5    
Vardas3189          Pavarde3189         2    2    8    10   5    5    3    1    6    8    6    
Vardas3190          Pavarde3190         4    6    5    9    7    3    2    1    1    5    7    
Vardas3191          Pavarde3191         7    7    10   10   4    8    1    4    8    4    10   
Vardas3192          Pavarde3192         8    9    10   9    1    2    10   5    3    4    6    
Vardas3193          Pavarde3193         7    9    5    9    9    6    7    3    9    4    8    
Vardas3194          Pavarde3194         5    9    5    4    3    6    9    9    6    9    9    
Vardas3195          Pavarde3195         4    2    6    7    6    4    1    8    10   10   8    
Vardas3196          Pavarde3196         8    2    8    5    2    3    1    9    1    3    5    
Vardas3197          Pavarde3197         6    10   4    7    5    5    9    2    1    7    9    
Vardas3198          Pavarde3198         2    1    5    5    1    6    2    8    8    9    7    
Vardas3199          Pavarde3199         9    7    2    5    6    8    5    2    7    8    7    
Vardas3200          Pavarde3200         7    3    1    4    8    5    1    10   2    1    8    
Vardas3201          Pavarde3201         8    9    4    4    2    8    9    3    2    4    10   
Vardas3202          Pavarde3202         5    7    6    7    4    5    7    10   9    3    8    
Vardas3203          Pavarde3203         2    5    7    1    7    1    6    10   4    4    7    
Vardas3204          Pavarde3204         10   8    9    6    5    6    9    10   9    3    1    
Vardas3205          Pavarde3205         4    2    1    1    9    9    3    6    4    6    9    
Vardas3206          Pavarde3206         8    10   1    3    3    2    8    9    9    6    2    
Vardas3207          Pavarde3207         10   4    4    10   10   1    7    7    3    9    6    
Vardas3208          Pavarde3208         9    5    8    9    2    2    6    2    5    3    4    
Vardas3209          Pavarde3209         10   8    6    10   8    6    4    10   7    5    9    
Vardas3210          Pavarde3210         2    3    7    2    6    8    6    1    2    7    2    
Vardas3211          Pavarde3211         2    8    3    6    3    6    10   6    10   10   7    
Vardas3212          Pavarde3212         4    6    4    6    2    8    9    10   4    3    8    
Vardas3213          Pavarde3213         4    8    1    3    4    2    3    5    1    1    9    
Vardas3214          Pavarde3214         4    1    8    1    8    7    7    7    3    1    10   
Vardas3215          Pavarde3215         2    10   4    3    2    10   1    3    7    6    5    
Vardas3216          Pavarde3216         9    2    6    1    4    1    4    2    6    6    8    
Vardas3217          Pavarde3217         6    9    5    10   6    8    2    5    8    2    9    
Vardas3218          Pavarde3218         2    2    2    5    1    3    5    10   9    2    10   
Vardas3219          Pavarde3219         9    7    1    8    2    5    2    10   6    9    10   
Vardas3220          Pavarde3220         7    1    9    8    6    4    1    8    8    10   8    
Vardas3221          Pavarde3221         10   5    10   3    6    6    1    6    10   6    1    
Vardas3222          Pavarde3222         10   6    3    8    5    9    5    2    2    8    10   
Vardas3223          Pavarde3223         9    4    1    3    10   8    7    7    6    5    6    
Vardas3224          Pavarde3224         4    1    8    5    8    1    7    2    2    8    1    
Vardas3225          Pavarde3225         10   5    4    5    10   3    1    3    1    9    8    
Vardas3226          Pavarde3226         3    7    7    2    8    5    5    6    7    9    8    
Vardas3227          Pavarde3227         9    8    5    8    5    7    6    1    1    8    8    
Vardas3228          Pavarde3228         8    8    5    3    6    4    5    3    4    6    7    
Vardas3229          Pavarde3229         3    9    1    2    9    4    1    4    9    7    7    
Vardas3230          Pavarde3230         10   1    8    4    8    3    5    10   6    10   3    
Vardas3231          Pavarde3231         4    8    9    9    8    4    6    5    10   7    9    
Vardas3232          Pavarde3232         1    5    5    7    1    1    6    6    3    2    9    
Vardas3233          Pavarde3233         2    8    3    7    3    8    1    6    9    8    2    
Vardas3234          Pavarde3234         1    1    5    2    3    8    4    5    10   2    5    
Vardas3235          Pavarde3235         9    7    7    6    7    2    6    8    4    1    10   
Vardas3236          Pavarde3236         9    5    5    6    5    8    7    1    5    6    6    
Vardas3237          Pavarde3237         1    6    4    4    9    6    4    2    3    8    9    
Vardas3238          Pavarde3238         8    5    8    6    5    9    9    5    4    2    10   
Vardas3239          Pavarde3239         8    6    8    7    2    7    3    1    7    10   7    
Vardas3240          Pavarde3240         8    5    2    6    2    4    7    8    3    2    3    
Vardas3241          Pavarde3241         1    1    5    10   5    1    1    7    3    7    3    
Vardas3242          Pavarde3242         3    3    1    5    2    1    10   2    4    5    2    
Vardas3243          Pavarde3243         3    6    1    4    6    6    1    4    5    1    9    
Vardas3244          Pavarde3244         9    1    5    10   4    8    2    7    6    3    7    
Vardas3245          Pavarde3245         9    9    9    9    10   6    8    4    1    8    10   
Vardas3246          Pavarde3246         10   8    2    1    8    5    3    7    9    1    7    
Vardas3247          Pavarde3247         9    10   4    4    1    7    3    5    7    10   3    
Vardas3248          Pavarde3248         7    2    3    4    8    9    7    10   6    1    7    
Vardas3249          Pavarde3249         7    2    5    10   10   10   7    10   1    5    2    
Vardas3250          Pavarde3250         2    7    1    6    6    5    2    10   10   5    9    
Vardas3251          Pavarde3251         1    7    2    8    6    4    8    5    5    2    10   
Vardas3252          Pavarde3252         9    1    6    3    9    7    10   3    3    9    6    
Vardas3253          Pavarde3253         2    6    6    4    3    2    9    3    8    5    9    
Vardas3254          Pavarde3254         7    6    7    8    7    1    7    4    10   9    5    
Vardas3255          Pavarde3255         3    3    4    4    2    7    2    6    5    10   3    
Vardas3256          Pavarde3256         7    3    4    7    4    3    3    5    5    7    7    
Vardas3257          Pavarde3257         3    8    2    10   5    2    8    7    6    6    9    
Vardas3258          Pavarde3258         4    10   9    8    2    8    1    10   1    4    4    
Vardas3259          Pavarde3259         3    2    1    6    1    2    8    9    2    9    9    
Vardas3260          Pavarde3260         2    1    8    4    1    6    5    9    1    4    1    
Vardas3261          Pavarde3261         3    5    7    10   1    4    7    8    3    10   1    
Vardas3262          Pavarde3262         8    10   10   6    10   5    10   6    5    6    3    
Vardas3263          Pavarde3263         7    6    6    6    4    9    4    7    5    10   1    
Vardas3264          Pavarde3264         9    8    5    7    7    3    3    10   2    2    6    
Vardas3265          Pavarde3265         4    10   10   3    4    9    1    3    2    2    7    
Vardas3266          Pavarde3266         3    1    9    3    2    4    4    10   8    3    2    
Vardas3267          Pavarde3267         10   10   2    2    9    7    3    2    2    7    4    
Vardas3268          Pavarde3268         7    2    9    5    10   8    7    1    2    1    2    
Vardas3269          Pavarde3269         1    1    6    6    1    2    9    10   1    4    2    
Vardas3270          Pavarde3270         4    2    5    10   1    6    8    1    3    1    10   
Vardas3271          Pavarde3271         9    8    7    1    1    3    5    5    6    7    6    
Vardas3272          Pavarde3272         5    10   10   2    2    7    1    10   4    1    5    
Vardas3273          Pavarde3273         5    3    10   3    10   1    4    2    7    1    4    
Vardas3274          Pavarde3274         4    4    9    3    9    2    9    8    8    2    3    
Vardas3275          Pavarde3275         8    3    8    10   10   3    10   2    7    9    8    
Vardas3276          Pavarde3276         7    6    1    3    1    1    1    2    8    8    1    
Vardas3277          Pavarde3277         7    4    9    8    7    3    2    2    4    1    3    
Vardas3278          Pavarde3278         7    7    10   7    6    2    10   8    7    1    5    
Vardas3279          Pavarde3279         10   10   7    10   3    3    4    3    3    10   6    
Vardas3280          Pavarde3280         2    2    7    10   7    5    8    10   10   10   9    
Vardas3281          Pavarde3281         3    2    7    2    6    7    7    3    8    7    3    
Vardas3282          Pavarde3282         2    2    6    9    8    1    4    10   4    6    4    
Vardas3283          Pavarde3283         3    9    1    9    1    4    8    4    7    6    7    
Vardas3284          Pavarde3284         3    3    9    6    7    2    3    1    5    1    5    
Vardas3285          Pavarde3285         10   4    8    10   6    6    5    4    5    6    3    
Vardas3286          Pavarde3286         8    10   8    1    9    8    5    7    6    3    10   
Vardas3287          Pavarde3287         2    9    6    8    8    7    6    2    1    1    9    
Vardas3288          Pavarde3288         1    7    2    10   6    1    10   5    10   9    3    
Vardas3289          Pavarde3289         1    7    5    6    4    3    8    10   8    1    1    
Vardas3290          Pavarde3290         6    10   8    6    6    7    7    10   1    1    5    
Vardas3291          Pavarde3291         3    3    9    10   2    10   7    3    7    4    2    
Vardas3292          Pavarde3292         7    8    5    7    7    9    7    10   8    9    4    
Vardas3293          Pavarde3293         9    10   9    4    6    4    5    3    4    2    1    
Vardas3294          Pavarde3294         2    8    8    5    1    5    9    6    5    3    5    
Vardas3295          Pavarde3295         8    1    10   5    10   1    8    5    2    5    10   
Vardas3296          Pavarde3296         5    4    2    9    9    9    4    10   10   7    4    
Vardas3297          Pavarde3297         7    1    7    4    10   3    1    4    8    6    2    
Vardas3298          Pavarde3298         7    5    9    3    2    2    3    3    10   3    1    
Vardas3299          Pavarde3299         3    5    8    10   6    9    10   8    2    3    10   
Vardas3300          Pavarde3300         3    1    1    5    9    3    10   4    9    3    1    
Vardas3301          Pavarde3301         9    7    8    7    6    6    8    8    3    4    1    
Vardas3302          Pavarde3302         2    10   10   7    9    10   1    3    9    5    8    
Vardas3303          Pavarde3303         2    3    2    5    9    3    3    5    4    7    8    
Vardas3304          Pavarde3304         5    8    3    4    6    1    10   2    6    6    5    
Vardas3305          Pavarde3305         3    9    8    2    2    2    9    7    7    7    2    
Vardas3306          Pavarde3306         5    4    6    10   1    5    9    4    4    6    2    
Vardas3307          Pavarde3307         9    1    9    6    1    4    6    10   6    6    7    
Vardas3308          Pavarde3308         3    4    10   6    6    1    4    4    6    4    1    
Vardas3309          Pavarde3309         4    10   5    9    6    3    6    3    7    7    2    
Vardas3310          Pavarde3310         1    1    9    3    6    1    9    6    3    8    1    
Vardas3311          Pavarde3311         1    6    10   6    10   5    9    6    7    4    1    
Vardas3312          Pavarde3312         10   2    10   4    7    8    1    3    3    8    5    
Vardas3313          Pavarde3313         7    1    5    9    5    3    7    4    6    8    2    
Vardas3314          Pavarde3314         3    4    7    5    6    2    3    2    5    8    8    
Vardas3315          Pavarde3315         6    4    3    7    9    9    10   4    9    9    10   
Vardas3316          Pavarde3316         6    7    6    3    10   8    3    9    4    10   2    
Vardas3317          Pavarde3317         8    2    4    1    10   1    8    10   7    8    1    
Vardas3318          Pavarde3318         2    1    4    3    5    7    10   9    6    6    9    
Vardas3319          Pavarde3319         6    6    1    2    6    4    5    7    1    3    9    
Vardas3320          Pavarde3320         10   4    6    3    7    2    8    1    9    5    6    
Vardas3321          Pavarde3321         3    4    4    5    2    6    2    7    3    4    4    
Vardas3322          Pavarde3322         7    4    7    7    7    1    8    8    3    7    1    
Vardas3323          Pavarde3323         1    1    1    3    1    10   8    7    9    7    8    
Vardas3324          Pavarde3324         9    9    10   6    4    10   5    5    7    2    1    
Vardas3325          Pavarde3325         7    4    7    8    7    3    7    5    6    7    2    
Vardas3326          Pavarde3326         2    8    5    4    10   2    2    6    2    10   4    
Vardas3327          Pavarde3327         9    5    10   6    8    7    8    4    1    6    6    
Vardas3328          Pavarde3328         10   9    6    6    2    5    1    4    7    9    1    
Vardas3329          Pavarde3329         10   10   4    2    5    3    8    1    4    2    3    
Vardas3330          Pavarde3330         2    10   7    3    7    10   8    2    8    10   9    
Vardas3331          Pavarde3331         1    4    10   7    4    3    9    5    9    10   4    
Vardas3332          Pavarde3332         3    5    1    7    10   5    5    6    1    10   6    
Vardas3333          Pavarde3333         2    3    10   1    1    10   2    9    8    9    10   
Vardas3334          Pavarde3334         3    6    7    5    8    7    1    1    1    6    2    
Vardas3335          Pavarde3335         10   4    8    7    10   9    6    5    6    2    1    
Vardas3336          Pavarde3336         3    5    7    2    2    10   3    1    9    5    3    
Vardas3337          Pavarde3337         9    10   1    1    4    6    9    3    5    3    3    
Vardas3338          Pavarde3338         10   10   9    7    4    4    9    6    10   4    9    
Vardas3339          Pavarde3339         1    9    7    4    9    4    10   1    10   10   9    
Vardas3340          Pavarde3340         10   1    7    10   6    10   7    5    2    6    5    
Vardas3341          Pavarde3341         5    4    7    2    1    9    7    7    3    9    1    
Vardas3342          Pavarde3342         8    6    10   3    6    3    7    9    1    3    5    
Vardas3343          Pavarde3343         6    8    7    9    8    8    5    7    9    1    1    
Vardas3344          Pavarde3344         1    6    3    7    1    10   9    9    2    6    3    
Vardas3345          Pavarde3345         1    1    1    6    1    2    9    7    3    9    4    
Vardas3346          Pavarde3346         10   6    10   8    8    1    3    8    2    3    4    
Vardas3347          Pavarde3347         2    4    9    1    2    5    6    2    9    7    4    
Vardas3348          Pavarde3348         3    9    5    6    6    10   10   4    3    2    3    
Vardas3349          Pavarde3349         1    2    4    9    10   3    8    3    7    9    7    
Vardas3350          Pavarde3350         8    5    6    2    8    8    7    6    6    7    4    
Vardas3351          Pavarde3351         9    6    2    6    7    1    8    6    8    2    10   
Vardas3352          Pavarde3352         9    5    10   4    3    10   4    5    1    7    7    
Vardas3353          Pavarde3353         8    5    1    6    3    10   10   2    10   3    6    
Vardas3354          Pavarde3354         1    3    4    7    1    10   5    8    7    5    5    
Vardas3355          Pavarde3355         4    10   8    9    7    7    9    10   3    6    2    
Vardas3356          Pavarde3356         2    2    2    5    10   3    8    6    7    7    4    
Vardas3357          Pavarde3357         1    2    6    8    1    8    3    10   10   4    1    
Vardas3358          Pavarde3358         4    10   5    1    6    9    5    2    8    5    7    
Vardas3359          Pavarde3359         2    9    6    3    1    1    5    8    8    2    6    
